subject,datestamp,timestamp,version,god,soc,fis,age,sex,edu,par,exd,id
A1ETJBNTO9ZWZ8_m3r5,2014-09-09,14:15:45,la_moral_3p_random,1,2,2,50,Male,"High School Graduate",289637,undefined,989
A9F041T771FZ2_m3r5,2014-09-09,14:16:36,la_moral_3p_random,1,4,4,34,Male,"Bachelor's Degree",213825,undefined,990
A3NTN55QZLFU51_m3r5,2014-09-09,14:18:53,la_moral_3p_random,2,5,5,54,Male,"High School Graduate",509097,undefined,991
A2SRXFK73C1QE9_m3r5,2014-09-09,14:21:46,la_moral_3p_random,5,5,7,30,Male,"Bachelor's Degree",163302,undefined,992
A2S62LICLGP9ZI_m3r5,2014-09-09,14:21:56,la_moral_3p_random,1,2,2,34,Femal,"Some College",781075,undefined,993
ACTPXLRRLBWFB_m3r5,2014-09-09,14:23:39,la_moral_3p_random,6,2,3,53,Femal,"Bachelor's Degree",390293,undefined,994
AEKCK3L7OKCY9_m3r5,2014-09-09,14:26:08,la_moral_3p_random,1,3,5,31,Male,"Bachelor's Degree",155978,undefined,995
AYF8B7WJO2YQU_m3r5,2014-09-09,14:30:37,la_moral_3p_random,7,5,5,44,Femal,"Some College",369580,undefined,996
A3U0A3LP7Q38JC_m3r5,2014-09-09,14:31:39,la_moral_3p_random,7,1,7,53,Femal,"Some College",867768,undefined,997
AQN3WMCEA96DQ_m3r5,2014-09-09,14:36:19,la_moral_3p_random,7,1,3,33,Male,"Some College",911394,undefined,998
ACJB56HJ1QFMH_m3r5,2014-09-09,14:36:22,la_moral_3p_random,7,6,6,48,Femal,"Some College",436038,undefined,999
A1RGBY2W0ZD2HN_m3r5,2014-09-09,14:39:17,la_moral_3p_random,7,4,4,35,Femal,"High School Graduate",861735,undefined,1000
undefined_m3r5,2014-09-09,14:39:30,la_moral_3p_random,6,1,4,25,Femal,"Bachelor's Degree",223122,undefined,1001
A2MG57U8NJGA9U_m3r5,2014-09-09,14:40:52,la_moral_3p_random,2,2,4,23,Male,"Bachelor's Degree",296330,undefined,1002
" A1QW9X92VY4J4D_m3r5",2014-09-09,14:45:47,la_moral_3p_random,1,2,2,27,Femal,"Some College",251579,undefined,1003
A16ZBL55UWVTQK_m3r5,2014-09-09,14:46:27,la_moral_3p_random,7,4,4,53,Male,"Some College",447485,undefined,1004
A19KJKSZZAIDO_m3r5,2014-09-09,14:46:36,la_moral_3p_random,4,2,5,23,Femal,"Bachelor's Degree",209815,undefined,1005
A27BUT19WQ6P1O_m3r5,2014-09-09,14:50:02,la_moral_3p_random,6,3,4,31,Male,"Bachelor's Degree",348678,undefined,1006
A1PG4ARE585E5Q_m3r5,2014-09-09,14:50:15,la_moral_3p_random,1,1,1,31,Male,"Some College",336827,undefined,1007
A1MUL6WOQYAGG9_m3r5,2014-09-09,15:01:26,la_moral_3p_random,1,4,4,24,Male,"Bachelor's Degree",183703,undefined,1008
AOPG07J95DDJT_m3r5,2014-09-09,15:15:19,la_moral_3p_random,1,2,2,28,Femal,"Bachelor's Degree",159603,undefined,1009
ARVSVYBL46LC9_m3r5,2014-09-09,15:20:57,la_moral_3p_random,1,3,3,58,Femal,"Some College",4220758,undefined,1010
A3R25SV8HUGML2_m3r5,2014-09-09,15:27:19,la_moral_3p_random,7,6,6,23,Male,"Some College",168589,undefined,1011
A1XPUUD0HLD6HB_m3r5,2014-09-09,15:29:06,la_moral_3p_random,7,6,2,32,Male,"Some College",237149,undefined,1012
A2EZIVFW94AFCY_m3r5,2014-09-09,15:48:30,la_moral_3p_random,2,3,5,36,Femal,"Some College",384733,undefined,1013
A3K9D8GTORL5BN_m3r5,2014-09-09,15:55:55,la_moral_3p_random,6,6,4,43,Femal,"Some College",259446,undefined,1014
A8BGHKGBA8O33_m3r5,2014-09-09,16:09:29,la_moral_3p_random,6,3,4,26,Male,"Some College",218035,undefined,1015
A2CCK1JKX48R0H_m3r5,2014-09-09,16:10:39,la_moral_3p_random,1,1,2,31,Femal,"Bachelor's Degree",173820,undefined,1016
A2653BIPJKEMRK_m3r5,2014-09-09,16:11:12,la_moral_3p_random,7,3,3,32,Femal,"Some College",307096,undefined,1017
" A2U0PGDD0O1GBR_m3r5",2014-09-09,16:17:24,la_moral_3p_random,5,1,1,54,Femal,"Some College",300478,undefined,1018
A1RWNYJA5X25YH_m3r5,2014-09-09,16:21:46,la_moral_3p_random,7,7,7,64,Femal,"High School Graduate",596945,undefined,1019
A3PLIK4J4WEWWD_m3r5,2014-09-09,16:29:40,la_moral_3p_random,7,1,1,60,Femal,"Master's Degree",193656,undefined,1020
A3696JXTRKL2FI_m3r5,2014-09-09,16:31:06,la_moral_3p_random,1,1,7,24,Male,"Some College",147545,undefined,1021
AVCXJ9M71WDCB_m3r5,2014-09-09,16:43:29,la_moral_3p_random,5,1,2,32,Femal,"Bachelor's Degree",377220,undefined,1022
A11WC4G8LOMYQO_m3r5,2014-09-09,16:59:17,la_moral_3p_random,1,2,4,43,Male,"Master's Degree",268152,undefined,1023
A5WGOX0NBXJE4_m3r5,2014-09-09,17:13:29,la_moral_3p_random,1,1,1,44,Male,"Bachelor's Degree",269647,undefined,1024
A1H95TGQZSN1P1_m3r5,2014-09-09,17:19:01,la_moral_3p_random,1,4,4,27,Male,"Bachelor's Degree",492500,undefined,1025
A1EB857G7CK9K9_m3r5,2014-09-09,17:43:10,la_moral_3p_random,2,2,2,22,Male,"Bachelor's Degree",121376,undefined,1026
A1XLGIFFGB01EU_m3r5,2014-09-10,15:17:18,la_moral_3p_random,1,2,2,20,Male,"Some College",164862,undefined,1027
A3MZX94O5WLVPM_m3r5,2014-09-10,15:17:23,la_moral_3p_random,1,1,1,23,Male,"Bachelor's Degree",129911,undefined,1028
A3VMBFGYG07DJA_m3r5,2014-09-10,15:19:00,la_moral_3p_random,1,2,2,23,Femal,"Bachelor's Degree",183349,undefined,1029
A16QWUZ58QTD5W_m3r5,2014-09-10,15:19:05,la_moral_3p_random,1,1,1,51,Femal,"Bachelor's Degree",186107,undefined,1030
A25ROS9CH7PSFZ_m3r5,2014-09-10,15:19:20,la_moral_3p_random,1,1,2,52,Femal,"Bachelor's Degree",186613,undefined,1031
AGFWV1U4CJXP5_m3r5,2014-09-10,15:19:35,la_moral_3p_random,3,4,6,33,Femal,"Bachelor's Degree",209996,undefined,1032
A12IOD8IXOEL1P_m3r5,2014-09-10,15:19:54,la_moral_3p_random,7,2,7,24,Male,"Some College",168455,undefined,1033
AZ4WAAJL6LK6R_m3r5,2014-09-10,15:21:16,la_moral_3p_random,4,4,4,28,Male,"Some College",168768,undefined,1034
AE6Z9DDYUCLKN_m3r5,2014-09-10,15:21:26,la_moral_3p_random,7,4,4,37,Femal,"High School Graduate",249606,undefined,1035
A2V1IB3LHMWL25_m3r5,2014-09-10,15:21:51,la_moral_3p_random,6,3,5,29,Male,"Bachelor's Degree",244514,undefined,1036
A3Q0XAGQ7TD7MP_m3r5,2014-09-10,15:22:18,la_moral_3p_random,7,7,7,44,Femal,"Bachelor's Degree",288957,undefined,1037
A1JLOL8CV81AL2_m3r5,2014-09-10,15:22:31,la_moral_3p_random,5,3,2,38,Male,"Bachelor's Degree",197557,undefined,1038
A2AVWXK2DZHYCM_m3r5,2014-09-10,15:22:35,la_moral_3p_random,1,2,4,56,Femal,"Graduate Degree",177376,undefined,1039
A2XFJC0VE4U399_m3r5,2014-09-10,15:23:24,la_moral_3p_random,1,4,4,36,Male,"Some High School",244592,undefined,1040
AK7LGB1QOGA1P_m3r5,2014-09-10,15:23:29,la_moral_3p_random,4,5,7,34,Femal,"Bachelor's Degree",180763,undefined,1041
AK7OWBZVKPS5Q_m3r5,2014-09-10,15:23:55,la_moral_3p_random,1,6,6,49,Femal,"Some College",238463,undefined,1042
A2RCJ3VBQ7HZUP_m3r5,2014-09-10,15:25:00,la_moral_3p_random,3,4,4,45,Femal,"Some College",294916,undefined,1043
A2QUPVFM02G1AI_m3r5,2014-09-10,15:25:08,la_moral_3p_random,1,3,5,30,Femal,"Bachelor's Degree",347166,undefined,1044
A2EX2FN2F4HN3C_m3r5,2014-09-10,15:25:46,la_moral_3p_random,6,4,4,25,Femal,"Some College",139715,undefined,1045
AHZPOM46IUJ2N_m3r5,2014-09-10,15:25:52,la_moral_3p_random,1,1,1,35,Femal,"Some College",382622,undefined,1046
AVWHUV64C4K5T_m3r5,2014-09-10,15:25:58,la_moral_3p_random,7,4,4,33,Femal,"Master's Degree",296083,undefined,1047
A2TIV553DM68N7_m3r5,2014-09-10,15:26:15,la_moral_3p_random,7,4,4,31,Male,"High School Graduate",298108,undefined,1048
A3DZ46U9XRLVBI_m3r5,2014-09-10,15:26:22,la_moral_3p_random,3,2,4,35,Femal,"Some College",242900,undefined,1049
A2VI7IXMQ8E1Q7_m3r5,2014-09-10,15:26:33,la_moral_3p_random,7,2,3,33,Femal,"Master's Degree",216584,undefined,1050
A1IYFXLF8HPO0G_m3r5,2014-09-10,15:26:34,la_moral_3p_random,5,2,3,26,Femal,"Some College",160885,undefined,1051
A1DGAZZZHY4FXG_m3r5,2014-09-10,15:26:35,la_moral_3p_random,7,7,7,30,Femal,"Bachelor's Degree",215070,undefined,1052
A3A77DHOTOD88B_m3r5,2014-09-10,15:26:37,la_moral_3p_random,4,3,7,19,Male,"High School Graduate",425030,undefined,1053
A3O9DM10HVQDE0_m3r5,2014-09-10,15:26:53,la_moral_3p_random,7,3,5,30,Femal,"Bachelor's Degree",388108,undefined,1054
A1QCQE5XW37LN1_m3r5,2014-09-10,15:28:32,la_moral_3p_random,3,3,3,23,Male,"Bachelor's Degree",147640,undefined,1055
A21ZPWERX0DMZ2_m3r5,2014-09-10,15:31:10,la_moral_3p_random,7,6,7,68,Femal,"Bachelor's Degree",351829,undefined,1056
A2NRW37D7QPLRE_m3r5,2014-09-10,15:34:10,la_moral_3p_random,1,1,2,22,Femal,"Bachelor's Degree",406103,undefined,1057
A2ZSDMCQ5P0BJJ_m3r5,2014-09-10,15:35:15,la_moral_3p_random,7,7,7,28,Male,"Some College",481463,undefined,1058
A2BA9Y6VGW6WS1_m3r5,2014-09-10,15:53:08,la_moral_3p_random,5,2,3,36,Femal,"Bachelor's Degree",215445,undefined,1059
AO7FM98CP90CL_m3r5,2014-09-10,15:54:15,la_moral_3p_random,6,4,4,28,Femal,"Bachelor's Degree",197308,undefined,1060
A22M4NS65GY000_m3r5,2014-09-10,16:02:48,la_moral_3p_random,5,4,4,28,Male,"Bachelor's Degree",900706,undefined,1061
A3GYL70SZLQAU_m3r5,2014-09-10,16:10:28,la_moral_3p_random,7,1,1,38,Male,"Some College",256865,undefined,1062
A3DLKEN1H17CCE_m3r5,2014-09-10,16:13:30,la_moral_3p_random,5,3,3,23,Male,"High School Graduate",509654,undefined,1063
A3N6U6XPU8TEWJ_m3r5,2014-09-10,16:15:20,la_moral_3p_random,7,2,4,32,Male,"Bachelor's Degree",462078,undefined,1064
A3FYSDFRZF4T8_m3r5,2014-09-10,16:22:00,la_moral_3p_random,2,3,5,46,Femal,"High School Graduate",799213,undefined,1065
A37GPRSEZORJRG_m3r5,2014-09-10,16:41:16,la_moral_3p_random,1,1,1,33,Femal,"Master's Degree",117876,undefined,1066
A3E4DS46A6IJTZ_m3r5,2014-09-10,16:43:04,la_moral_3p_random,4,2,2,47,Male,"Bachelor's Degree",179180,undefined,1067
A248ARSA6FS20S_m3r5,2014-09-10,16:43:06,la_moral_3p_random,7,5,7,53,Male,"Some College",479924,undefined,1068
ABFB5IVNTYM4E_m3r5,2014-09-10,16:43:16,la_moral_3p_random,1,4,4,30,Male,"Some College",268399,undefined,1069
A2E8RFKIOY2MQR_m3r5,2014-09-10,16:43:24,la_moral_3p_random,7,5,5,60,Femal,"Some College",375083,undefined,1070
AZFJ4Y7VFQBDH_m3r5,2014-09-10,16:46:05,la_moral_3p_random,7,4,4,20,Male,"High School Graduate",211994,undefined,1071
